link,text
//static.prisonpolicy.org/scans/bjs/pjim01.pdf,Prison and Jail Inmates at Midyear 2001
http://www.deathpenaltyinfo.org/death-penalty-black-and-white-who-lives-who-dies-who-decides,The Death Penalty in Black & White:
//static.prisonpolicy.org/scans/baimereport.pdf,Report to the Supreme Court Systemic Proportionality Review Project
//static.prisonpolicy.org/scans/NotPartofMySentence.pdf,Not Part of My Sentence
//static.prisonpolicy.org/scans/fall2001.pdf,Pulse Check: Trends in Drug Abuse November 2001
//static.prisonpolicy.org/scans/bjs/apvv00.pdf,"Age Patterns in Violent Victimization, 1976-2000"
http://www2.law.columbia.edu/brokensystem2/index2.html,"A Broken System, Part II:"
//static.prisonpolicy.org/scans/19680.pdf,The Death Penalty in 2001:
//static.prisonpolicy.org/scans/bjs/jeeus99.pdf,"Justice Expenditure and Employment in the United States, 1999"
//static.prisonpolicy.org/scans/bjs/jeeus95.pdf,"Justice Expenditure and Employment in the United States, 1995"
https://web.archive.org/web/20141227163805/http://www.gpo.gov/fdsys/pkg/GAOREPORTS-GGD-97-15/pdf/GAOREPORTS-GGD-97-15.pdf,Federal and State Prisons:
//static.prisonpolicy.org/scans/bjs/fccp00.pdf,"Federal Criminal Case Processing, 2000:"
//static.prisonpolicy.org/scans/ojjdp/fs200201.pdf,"Detention in Delinquency Cases, 1989-1998"
//static.prisonpolicy.org/scans/changing_minds.pdf,Changing Minds
//static.prisonpolicy.org/scans/reason/50b944ab1f7d1cb15d8943c0c334df56.pdf,Weighing the Watchmen:
/scans/sp/lifesentences.pdf,Life Sentences:
http://hrw.org/backgrounder/usa/race/,Race and Incarceration in the United States
//static.prisonpolicy.org/scans/rds/r166.pdf,World Prison Population List
//static.prisonpolicy.org/scans/jpi/CuttingCorrectly.pdf,Cutting Correctly:
/scans/sp/inc_statesentencingpolicy.pdf,State Sentencing and Corrections Policy in an Era of Fiscal Restraint
/scans/sp/sl_mentallyilloffenders.pdf,Mentally Ill Offenders in the Criminal Justice System:
/scans/sp/inc_prisonprivatization.pdf,Prison Privatization and the Use of Incarceration
//static.prisonpolicy.org/scans/nysccj_war_on_drugs.pdf,War on Drugs:
//static.prisonpolicy.org/scans/njsccj_prison_as_industry.pdf,Prison as Industry
//static.prisonpolicy.org/scans/crimepolicy.html,From Prisons to Hospitals and Back
http://web.archive.org/web/20060601233451/http://www.afscme.org/private/crimeptc.htm,Should Crime Pay?
https://web.archive.org/web/20100613065819/http://afscme.org/publications/1238.cfm,The evidence is clear: Crime Shouldn't Pay
//static.prisonpolicy.org/scans/nysccj_question_race_2.pdf,A Question of Race II:
//static.prisonpolicy.org/scans/cell_to_street.pdf,From Cell to Street:
//static.prisonpolicy.org/scans/jpi/portland_multidraft7new1.pdf,Reducing Disproportionate Minority Confinement:
//static.prisonpolicy.org/scans/Survey_Results.pdf,Survey on Drug Use and Drug Policy
//static.prisonpolicy.org/scans/cjcj/prisonexpdelanoca.pdf,Prison Expansion in a Time of Austerity:
//static.prisonpolicy.org/scans/3StateFinal.pdf,Three State Recidivism Study
http://web.archive.org/web/20081022195610/http://www.cjcj.org/pubs/comparison/comparison.html,A Preliminary Cost Analysis Of Alameda County Juvenile Detention Expansion
https://web.archive.org/web/20100612180837/http://www.opseu.org/ops/ministry/report/index.htm,Private Adult Correctional Facilities
http://www.usdoj.gov/ag/youngstown/youngstowncover.htm,Inspection and Review of the Northeast Ohio Corr. Center
//static.prisonpolicy.org/scans/bjs/umchri01.pdf,Use and Management of Criminal History Record Information:
//static.prisonpolicy.org/scans/bjs/ppfusd00.pdf,"Prisoner Petitions Filed in U.S. District Courts, 2000:"
//static.prisonpolicy.org/scans/fbi/hate00.pdf,"Hate Crime Statistics, 2000"
//static.prisonpolicy.org/scans/bjs/vw99.pdf,"Violence in the Workplace, 1993-99"
//static.prisonpolicy.org/scans/bjs/cp00.pdf,Capital Punishment 2000
//static.prisonpolicy.org/scans/bjs/fuo.pdf,Firearm Use by Offenders
//static.prisonpolicy.org/scans/bjs/tsdcp01.pdf,"Traffic Stop Data Collection Policies for State Police, 2001"
//static.prisonpolicy.org/scans/fbi/00leoka.pdf,"Law Enforcement Officers Killed and Assaulted, 2000"
//static.prisonpolicy.org/scans/ACT4002001.pdf,Racism and the administration of justice
//static.prisonpolicy.org/scans/bjs/scpld01.pdf,"State Court Prosecutors in Large Districts, 2001"
//static.prisonpolicy.org/scans/bjs/scscf98.pdf,"State Court Sentencing of Convicted Felons, 1998"
//static.prisonpolicy.org/scans/bjs/fdluc98.pdf,"Felony Defendants in Large Urban Counties, 1998"
//static.prisonpolicy.org/scans/rwj.pdf,Profile of anti-drug law enforcement in urban poverty areas
//static.prisonpolicy.org/scans/AMR5117101.pdf,No return to execution:
//static.prisonpolicy.org/scans/sp/usno1.pdf,U.S. continues to be world leader in rate of incarceration
//static.prisonpolicy.org/scans/bjs/cp99.pdf,"Capital Punishment, 1999"
//static.prisonpolicy.org/scans/from_prison_to_home.pdf,From Prison to Home:
http://www.hrw.org/reports/2001/prison/,No Escape: Male Rape in U.S. Prisons
http://www.hrw.org/reports/2000/supermax/,Out of Sight:
http://www.hrw.org/reports/1999/redonion/,Red Onion State Prison:
http://www.hrw.org/reports/1997/usind/,Cold Storage:
http://www-unix.oit.umass.edu/~kastor/ceml_articles/cu_in_us.html,From Alcatraz to Marion to Florence
http://www.hrw.org/reports/1996/Us.htm,Modern Capital of Human Rights?
http://web.archive.org/web/20030620145751/http://prisonreform.com/grievance7.shtml,Ohio Grievance Study
//static.prisonpolicy.org/scans/rehab.html,The Debate on Rehabilitating Criminals:
//static.prisonpolicy.org/scans/bjs/ipva99.pdf,"Intimate Partner Violence and Age of Victim, 1993-99"
//static.prisonpolicy.org/scans/toc00.pdf,Crime in 2000
//static.prisonpolicy.org/scans/bjs/hcrn99.pdf,"Hate Crimes Reported in NIBRS, 1997-99"
//static.prisonpolicy.org/scans/bjs/ivc98.pdf,"Injuries from Violent Crime, 1992-98"
//static.prisonpolicy.org/scans/bjs/cv00.pdf,Criminal Victimization 2000: Changes 1999-2000 with Trends 1993-2000
//static.prisonpolicy.org/scans/bjs/vvr98.pdf,"Violent Victimization and Race, 1993-98"
//static.prisonpolicy.org/scans/bjs/svcw.pdf,Sexual Victimization of College Women
//static.prisonpolicy.org/scans/bjs/iscs00.pdf,"Indicators of School Crime and Safety, 2000:"
//static.prisonpolicy.org/scans/bjs/cv99.pdf,Criminal Victimization 1999:
//static.prisonpolicy.org/scans/bjs/ipv.pdf,Intimate Partner Violence
//static.prisonpolicy.org/scans/jpi/shh2.pdf,School House Hype:  Two Years Later
//static.prisonpolicy.org/scans/themyth.pdf,Dispelling the Myth:
//static.prisonpolicy.org/scans/bjs/cpa6597.pdf,"Crimes against Persons Age 65 or Older, 1992-97"
//static.prisonpolicy.org/scans/bjs/feel97.pdf,"Federal Enforcement of Environment Laws, 1997"
//static.prisonpolicy.org/scans/bjs/cus96.pdf,"Carjackings in the United States, 1992-96"
//static.prisonpolicy.org/scans/bjs/dwiocs.pdf,DWI Offenders under Correctional Supervision
//static.prisonpolicy.org/scans/bjs/cvpcs98.pdf,Criminal Victimization and Perceptions of Community Safety
//static.prisonpolicy.org/scans/bjs/htius.pdf,Homicide Trends in the United States
//static.prisonpolicy.org/scans/jpi/schoolhouse.pdf,School House Hype:
http://www.hrw.org/reports/2001/ustat/,Beyond Reason:
http://www.deathpenaltyinfo.org/2000-year-end-report-watershed-year-change,The Death Penalty in 2000:
http://www.deathpenaltyinfo.org/node/402,A State of Denial:
http://www.justice.gov/dag/pubdoc/dpsurvey.html,Survey of the Federal Death Penalty System
//static.prisonpolicy.org/scans/liebman/finrep.PDF,A Broken System:
//static.prisonpolicy.org/scans/bjs/cp98.pdf,Capital Punishment 1998
//static.prisonpolicy.org/scans/schr/furman3.pdf,Capital Punishment on the 25th Anniversary of Furman v. Georgia
http://www.hrw.org/reports/1995/Us.htm,A World Leader in Executing Juveniles
//static.prisonpolicy.org/scans/schr/discrimination3.pdf,"Discrimination, Death and Denial:"
//static.prisonpolicy.org/scans/bjs/fdo99.pdf,"Federal Drug Offenders, 1999 with Trends 1984-99"
http://www.drugsense.org/cms/wodclock,Drug War Clock
//static.prisonpolicy.org/scans/cjcj/cadrug_w.pdf,Drug Use and Justice:
//static.prisonpolicy.org/scans/jpi/poor.pdf,Poor Prescription:
//static.prisonpolicy.org/scans/bjs/duttj.pdf,"Drug Use, Testing, and Treatment in Jails"
//static.prisonpolicy.org/scans/sp/5047.pdf,Drug Policy and the Criminal Justice System
//static.prisonpolicy.org/scans/bjs/satsfp97.pdf,"Substance Abuse and Treatment of State and Federal Prisoners, 1997"
//static.prisonpolicy.org/scans/jpi/doublejep.pdf,Double Jeopardy:
http://www.hrw.org/reports/1997/usny/,Cruel and Usual:
http://www.rand.org/content/dam/rand/pubs/monograph_reports/2006/MR827.pdf,Mandatory Minimum Sentences:
//static.prisonpolicy.org/scans/LADIPO.PDF,Regulating the American Labor Market:
http://www.theatlantic.com/doc/prem/199812/prisons,The Prison Industrial Complex
//static.prisonpolicy.org/scans/GGD-93-98_and_testimony.pdf,Prisoner Labor:
//static.prisonpolicy.org/scans/ABC/shell.html,U.S. Prison Spending Increases Faster than College Funding 1977-1995
//static.prisonpolicy.org/scans/jpi/nysom.pdf,New York State of Mind?:
//static.prisonpolicy.org/scans/jpi/classdis.pdf,Class Dismissed:
//static.prisonpolicy.org/scans/cjcj/maryland.pdf,Is Maryland's System of Higher Education Suffering
//static.prisonpolicy.org/scans/jpi/fromclassrooms.pdf,From Classrooms to Cellblocks: A National Perspective
//static.prisonpolicy.org/scans/jpi/trading.pdf,Trading Classrooms for Cellblocks:
//static.prisonpolicy.org/scans/cjcj/from.pdf,From Classrooms to Cell-blocks:
//static.prisonpolicy.org/scans/jpi/sss.pdf,Schools and Suspensions
//static.prisonpolicy.org/scans/research_brief__2.pdf,Education as Crime Prevention:
//static.prisonpolicy.org/scans/fd_Felony%20Disenfranchisement%20Primer.pdf,Briefing Sheet on Felon Disenfranchisement
//static.prisonpolicy.org/scans/sp/9085.pdf,Regaining the Vote:
http://www.hrw.org/legacy/reports98/vote/,Losing the Vote '98
//static.prisonpolicy.org/scans/bjs/bcft00.pdf,"Background Checks for Firearm Transfers, 2000"
//static.prisonpolicy.org/scans/bjs/fidc9397.pdf,"Firearm Injury and Death from Crime, 1993-97,"
//static.prisonpolicy.org/scans/bjs/ffo98.pdf,"Federal Firearm Offenders, 1992-98:"
//static.prisonpolicy.org/scans/bjs/hivpj99.pdf,"HIV in Prisons and Jails, 1999"
//static.prisonpolicy.org/scans/cbo_hr1349_2000.html,Federal Prisoner Health Care Copayment Act of 2000 Cost Estimate
//static.prisonpolicy.org/scans/90287.pdf,Federal Prisons:
http://www.gao.gov/archive/2000/gg00112t.pdf,Federal Prisons:
//static.prisonpolicy.org/scans/bjs/hivp97.pdf,HIV in Prisons 1997
http://www.hrw.org/legacy/reports98/ins2/,Detained and Deprived of Rights:
http://www.hrw.org/legacy/reports98/us-immig/,Locked Away:
http://www.hrw.org/reports/1997/uscrcks/,Slipping through the cracks:
//static.prisonpolicy.org/scans/bjs/cfjs98.pdf,"Compendium of Federal Justice Statistics, 1998"
http://www.prisonstudies.org/world-prison-brief,World Prison Brief
//static.prisonpolicy.org/scans/rds/r116.pdf,World Prison Population List (second edition)
//static.prisonpolicy.org/scans/sp/abb.pdf,Americans Behind Bars
//static.prisonpolicy.org/scans/bjs/mhtsp00.pdf,Mental Health Treatment in State Prisons
//static.prisonpolicy.org/scans/bjs/mhtip.pdf,Mental Health and Treatment of Inmates and Probationers
//static.prisonpolicy.org/scans/MIReport.pdf,Prisons and Jails: Hospitals of Last Resort:
//static.prisonpolicy.org/scans/research_brief__1.pdf,Mental Illness in US Jails:
//static.prisonpolicy.org/scans/uspol986.pdf,Shielded from Justice:
//static.prisonpolicy.org/scans/bjs/cpp99.pdf,Contacts between Police and the Public:
//static.prisonpolicy.org/scans/bjs/fleo98.pdf,"Federal Law Enforcement Officers, 1998"
//static.prisonpolicy.org/scans/bjs/lpd97.pdf,"Local Police Departments, 1997"
//static.prisonpolicy.org/scans/bjs/sd97.pdf,"Sheriffs' Departments, 1997"
//static.prisonpolicy.org/scans/jpi/hrp.pdf,Community-Based Treatment:
http://web.archive.org/web/20040211172415/http://www.ucc.uconn.edu/~logan/,The Private Prison Research Site
http://www.gao.gov/archive/1996/gg96158.pdf,Private and Public Prisons:
/scans/Prison_Payoff_Report_WPP_2000.pdf,The Prison Payoff:
//static.prisonpolicy.org/scans/181249.pdf,Emerging Issues on Privatized Prisons
http://www.goodjobsfirst.org/sites/default/files/docs/pdf/jailbreaks.pdf,Jail Breaks:
//static.prisonpolicy.org/scans/bjs/tsp00.pdf,"Trends in State Parole, 1990-2000"
//static.prisonpolicy.org/scans/jpi/willofthepeople.pdf,The Will of the People
/scans/sp/sl_crimepunish_publicopinion.pdf,"Crime, Punishment and Public Opinion"
//static.prisonpolicy.org/scans/bjs/pauchi.pdf,Public Attitudes Toward Uses of Criminal History Information
//static.prisonpolicy.org/scans/overincarceration_survey.pdf,"Optimism, Pessimism, and Jailhouse Redemption:"
//static.prisonpolicy.org/scans/bjs/rntfptcj.pdf,"National Task Force on Privacy, Technology and Criminal Justice Information"
https://web.archive.org/web/20150223123321/http://www.dc.state.fl.us:80/pub/survey/index.html,Corrections in Florida:
//static.prisonpolicy.org/scans/keystone.shtml,Color of the Keystone:
//static.prisonpolicy.org/scans/mask.pdf,Masking the Divide:
//static.prisonpolicy.org/scans/bby/illinois.pdf,Drugs and Disparity:
http://www.hrw.org/reports/2000/usa/,Punishment and Prejudice:
http://www.sentencingproject.org/doc/publications/rd_crisisoftheyoung.pdf,Crisis of the Young African American Male and the Criminal Justice System
//static.prisonpolicy.org/scans/bjs/aic.pdf,American Indians and Crime
http://www.hrw.org/reports/1996/Us2.htm,Race and drug law enforcement in the state of Georgia
//static.prisonpolicy.org/scans/questionofrace.shtml,A Question of Race
//static.prisonpolicy.org/scans/225212.pdf,Truth In Sentencing:
//static.prisonpolicy.org/scans/schr/counsel3.pdf,Counsel for the Poor:
//static.prisonpolicy.org/scans/bjs/sfids99.pdf,"State-Funded Indigent Defense Services, 1999"
//static.prisonpolicy.org/scans/last.pdf,Muting Gideon's Trumpet:
//static.prisonpolicy.org/scans/bjs/idslc99.pdf,"Indigent Defense Services in Large Counties, 1999"
//static.prisonpolicy.org/scans/bjs/dccc.pdf,Defense Counsel in Criminal Cases
//static.prisonpolicy.org/scans/schr/IndigentRpt.pdf,Promises to Keep:
//static.prisonpolicy.org/scans/schr/texas.pdf,Elected Judges and the Death Penalty in Texas:
//static.prisonpolicy.org/scans/schr/death_in_tex.pdf,Death in Texas:
//static.prisonpolicy.org/scans/schr/counselnyu.pdf,Neither Equal Nor Just:
//static.prisonpolicy.org/scans/schr/judges_gsu.pdf,Can Judicial Independence be Attained in the South?
//static.prisonpolicy.org/scans/schr/judges3.pdf,Judges and the Politics of Death:
//static.prisonpolicy.org/scans/bjs/wo.pdf,Women Offenders
//static.prisonpolicy.org/scans/gg99104.pdf,Women in Prison:
http://www.hrw.org/legacy/reports98/women/,Nowhere to Hide:
http://www.hrw.org/reports/1996/Us1.htm,All Too Familiar:
//static.prisonpolicy.org/scans/bby/jfs.pdf,And Justice for Some
//static.prisonpolicy.org/scans/bby/coj.pdf,The Color of Justice
http://www.justicepolicy.org/images/upload/97-02_REP_RiskJuvenilesFace_JJ.pdf,The Risks Juveniles Face When They Are Incarcerated With Adults
//static.prisonpolicy.org/scans/bby/Youth_Crime_Adult_Time.pdf,Youth Crime/Adult Time:
//static.prisonpolicy.org/scans/bjs/iptc.pdf,Incarcerated Parents and Their Children
//static.prisonpolicy.org/scans/bjs/pspa1897.pdf,"Profile of State Prisoners under Age 18, 1985-97"
//static.prisonpolicy.org/scans/sp/juvenile.pdf,Prosecuting Juveniles in Adult Court
http://www.hrw.org/reports/1999/maryland/,No Minor Matter:
https://www.prisonpolicy.org/scans/juv-crm.pdf,Critical Choices:
http://www.hrw.org/reports/1997/usacol/,High Country Lockup:
http://www.hrw.org/reports/1995/Us3.htm,Children in Confinement in Louisiana
//static.prisonpolicy.org/scans/jpi/florida.pdf,The Florida Experiment:
http://www.hslda.org/docs/nche/000010/199806151.pdf,The Impact of Juvenile Curfew Laws in California
//static.prisonpolicy.org/scans/jpi/runaway.pdf,Runaway Juvenile Crime?:
//static.prisonpolicy.org/scans/jpi/podselmorecounty.pdf,The Pods of Elmore County
//static.prisonpolicy.org/scans/bjs/fssc98.pdf,"Felony Sentences in State Courts, 1998"
//static.prisonpolicy.org/scans/bby/dcmd.pdf,A Tale of Two Jurisdictions:
//static.prisonpolicy.org/scans/bjs/cj99.pdf,Census of Jails 1999
/scans/sp/inc_aging.pdf,Aging Behind Bars:
//static.prisonpolicy.org/scans/bjs/ppus00.pdf,"Probation and Parole in the United States, 2000"
//static.prisonpolicy.org/scans/jpi/prisoners2000.html,"Nations' Incarcerated Population Went Up, Not Down, in 1999-2000"
//static.prisonpolicy.org/scans/bjs/p00.pdf,Prisoners in 2000
//static.prisonpolicy.org/scans/sp/newbjs.pdf,New prison population figures show slowing of growth but uncertain trends
//static.prisonpolicy.org/scans/prisonstats2000.pdf,"Prisoner Statistics, 2000 England and Wales"
//static.prisonpolicy.org/scans/bjs/jic00.pdf,"Jails in Indian Country, 2000"
//static.prisonpolicy.org/scans/sp/newpop.pdf,"Analysis of BJS June 30, 2000 statistics"
//static.prisonpolicy.org/scans/bjs/pjim00.pdf,Prison and Jail Inmates at Midyear 2000
//static.prisonpolicy.org/scans/clinton.pdf,Too Little Too Late:
//static.prisonpolicy.org/scans/usccb.pdf,"Responsibility, Rehabilitation, and Restoration:"
//static.prisonpolicy.org/scans/sp/DimRet.pdf,Diminishing Returns:
//static.prisonpolicy.org/scans/bjs/vpj.pdf,Veterans in Prison and Jail
//static.prisonpolicy.org/scans/punishing.pdf,The Punishing Decade:
